loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L101257,C1112,2023-08-12,2026-08-12,Asia-Pacific,China,Technology,Enterprise,Leasing,895573.14,417473.08,0.032,36,753.0,129.38,1242389.99,0.336,1.54,Current,0,17.4,Low,0
L101258,C1184,2024-02-12,2028-02-12,Europe,Netherlands,Retail,Mid-Market,Equipment Finance,625505.57,423504.67,0.047,48,703.0,17.35,941149.33,0.45,1.66,Late 30,54,42.3,Moderate,0
L101259,C1023,2025-02-10,2028-02-10,Latin America,Brazil,Energy,Mid-Market,Equipment Finance,1310451.59,1120695.35,0.0885,36,645.0,161.08,2139516.84,0.524,1.32,Default,221,86.1,High,1
L101260,C1129,2024-12-16,2029-12-16,North America,Mexico,Retail,Mid-Market,Equipment Finance,913314.9,778544.78,0.0511,60,710.0,40.34,1044701.72,0.745,1.37,Current,0,37.7,Moderate,0
L101261,C1029,2025-01-10,2028-01-10,Europe,Netherlands,Retail,Public Sector,Trade Finance,1305938.37,997070.48,0.032,36,689.0,418.54,1470255.74,0.678,2.02,Current,0,31.5,Low,0
L101262,C1122,2024-10-18,2027-10-18,Europe,France,Energy,SME,Working Capital,90524.97,67684.3,0.0979,36,648.0,2.04,69037.99,0.98,1.34,Current,0,68.8,Elevated,0
L101263,C1133,2023-03-11,2028-03-11,Latin America,Colombia,Public Sector,SME,Trade Finance,210876.51,145995.35,0.0614,60,692.0,2.87,245086.66,0.596,1.82,Late 60,107,45.6,Moderate,0
L101264,C1010,2024-11-18,2028-11-18,Europe,France,Construction,SME,Leasing,438238.45,378169.27,0.092,48,622.0,8.38,722706.84,0.523,0.94,Late 30,35,75.8,High,0
L101265,C1112,2025-08-27,2029-08-27,Asia-Pacific,China,Technology,Public Sector,Leasing,1702940.87,1610381.88,0.032,48,760.0,215.84,1953246.44,0.824,1.83,Current,0,33.4,Low,0
L101266,C1255,2024-12-06,2030-12-06,North America,United States,Technology,Mid-Market,Leasing,449101.49,390652.78,0.032,72,716.0,80.95,693785.34,0.563,1.95,Current,0,17.8,Low,0
L101267,C1368,2024-09-02,2031-09-02,Latin America,Brazil,Public Sector,Mid-Market,Working Capital,258540.58,230374.51,0.0618,84,691.0,57.51,234982.0,0.98,1.48,Current,0,48.4,Moderate,0
L101268,C1234,2023-09-15,2028-09-15,Europe,United Kingdom,Public Sector,Enterprise,Leasing,1626659.46,1098973.63,0.032,60,776.0,422.01,2024840.11,0.543,1.82,Current,0,12.6,Low,0
L101269,C1270,2025-05-04,2027-05-04,Europe,Germany,Construction,Public Sector,Working Capital,1549874.46,1182637.72,0.0603,24,697.0,150.88,1462457.12,0.809,1.6,Current,0,43.6,Moderate,0
L101270,C1254,2024-05-07,2027-05-07,Latin America,Chile,Retail,SME,Project Finance,737153.35,457382.57,0.1075,36,747.0,2.62,774886.13,0.59,1.16,Current,0,31.4,Low,0
L101271,C1358,2023-10-23,2030-10-23,Europe,United Kingdom,Technology,Enterprise,Project Finance,4033630.96,3148252.53,0.032,84,741.0,1145.34,4757182.44,0.662,1.84,Current,0,20.5,Low,0
L101272,C1357,2024-06-12,2029-06-12,Europe,Netherlands,Public Sector,Enterprise,Equipment Finance,962265.35,762206.38,0.032,60,709.0,1268.41,1451537.43,0.525,2.01,Current,0,14.6,Low,0
L101273,C1043,2023-05-16,2028-05-16,Europe,United Kingdom,Public Sector,SME,Leasing,312388.1,209468.76,0.036,60,653.0,2.89,396024.1,0.529,1.55,Current,0,24.7,Low,0
L101274,C1179,2025-10-22,2030-10-22,North America,Canada,Energy,Enterprise,Equipment Finance,2060822.43,2011045.02,0.0467,60,772.0,242.08,3407055.76,0.59,1.84,Current,0,21.6,Low,0
L101275,C1344,2025-02-04,2028-02-04,Europe,United Kingdom,Manufacturing,SME,Equipment Finance,486860.3,374696.46,0.0739,36,656.0,4.43,827034.44,0.453,1.86,Current,0,31.3,Low,0
L101276,C1335,2023-12-14,2027-12-14,North America,Canada,Healthcare,Mid-Market,Working Capital,343807.32,199660.56,0.0475,48,663.0,71.63,358047.69,0.558,1.2,Current,0,35.6,Moderate,0
L101277,C1203,2025-05-01,2031-05-01,North America,United States,Public Sector,Mid-Market,Leasing,409852.63,382714.77,0.032,72,754.0,51.82,670639.7,0.571,1.53,Current,0,13.1,Low,0
L101278,C1168,2023-02-14,2029-02-14,Middle East & Africa,South Africa,Energy,SME,Working Capital,196237.12,120689.62,0.1272,72,648.0,7.5,144041.1,0.838,1.41,Late 30,38,73.6,Elevated,0
L101279,C1022,2024-02-07,2027-02-07,Europe,Germany,Construction,SME,Equipment Finance,1281500.0,610826.01,0.0997,36,675.0,5.33,1572726.53,0.388,1.73,Late 60,73,60.4,Elevated,0
L101280,C1181,2024-12-26,2029-12-26,Europe,Netherlands,Manufacturing,SME,Trade Finance,327659.67,284765.58,0.0769,60,708.0,5.12,397298.31,0.717,0.93,Current,0,45.8,Moderate,0
L101281,C1192,2023-01-08,2026-01-08,Europe,France,Healthcare,SME,Trade Finance,229647.44,67922.99,0.052,36,693.0,24.55,307044.63,0.221,1.88,Current,0,21.1,Low,0
L101282,C1240,2025-02-06,2032-02-06,Europe,Netherlands,Transportation,Mid-Market,Leasing,895080.63,816502.02,0.051,84,781.0,41.88,1172060.92,0.697,1.99,Current,0,28.7,Low,0
L101283,C1198,2025-06-01,2028-06-01,Asia-Pacific,India,Manufacturing,SME,Project Finance,218734.67,197483.63,0.1004,36,606.0,15.2,290038.36,0.681,1.16,Grace Period,19,55.3,Elevated,0
L101284,C1082,2024-10-04,2029-10-04,Latin America,Chile,Retail,SME,Equipment Finance,170266.28,152397.79,0.116,60,629.0,13.49,288122.56,0.529,1.61,Current,0,37.6,Moderate,0
L101285,C1367,2023-08-07,2026-08-07,Latin America,Chile,Manufacturing,Enterprise,Working Capital,444680.02,233186.9,0.0865,36,726.0,656.11,394953.18,0.59,1.36,Current,0,24.7,Low,0
L101286,C1082,2025-03-07,2030-03-07,Europe,France,Retail,Enterprise,Project Finance,12500000.0,10977862.29,0.0392,60,810.0,145.41,18908003.86,0.581,1.76,Grace Period,6,21.2,Low,0
L101287,C1145,2024-01-21,2029-01-21,Europe,United Kingdom,Energy,Mid-Market,Project Finance,4348262.07,3415026.66,0.0603,60,764.0,59.13,5733185.35,0.596,1.39,Current,0,25.8,Low,0
L101288,C1193,2025-03-25,2029-03-25,Europe,United Kingdom,Retail,Public Sector,Project Finance,5214680.1,4422196.19,0.032,48,785.0,167.16,6611525.31,0.669,2.25,Current,0,25.2,Low,0
L101289,C1111,2024-11-24,2030-11-24,Europe,Netherlands,Transportation,Mid-Market,Leasing,786149.26,682964.62,0.0664,72,660.0,58.73,884072.07,0.773,1.77,Current,0,45.5,Moderate,0
L101290,C1026,2023-04-27,2029-04-27,Europe,Netherlands,Manufacturing,Enterprise,Project Finance,2609187.5,1781487.88,0.0385,72,710.0,248.33,2943298.14,0.605,2.21,Current,0,21.6,Low,0
L101291,C1232,2023-04-26,2029-04-26,Asia-Pacific,India,Manufacturing,SME,Working Capital,158109.85,120426.19,0.0993,72,641.0,8.79,153581.57,0.784,1.7,Current,0,47.1,Moderate,0
L101292,C1089,2023-01-13,2027-01-13,Europe,Netherlands,Manufacturing,Enterprise,Equipment Finance,9809612.0,5414268.93,0.032,48,706.0,884.02,15623110.47,0.347,1.74,Current,0,22.3,Low,0
L101293,C1334,2023-03-11,2028-03-11,Europe,France,Transportation,Public Sector,Equipment Finance,2422205.86,1768423.02,0.0398,60,791.0,475.09,3336708.87,0.53,2.76,Current,0,22.5,Low,0
L101294,C1301,2023-11-19,2028-11-19,Europe,France,Public Sector,Enterprise,Project Finance,4624952.59,3615737.11,0.032,60,745.0,378.73,4696062.46,0.77,2.43,Current,0,24.6,Low,0
L101295,C1162,2023-01-09,2028-01-09,Europe,Germany,Healthcare,Mid-Market,Working Capital,192278.34,141777.93,0.0356,60,711.0,,240328.19,0.59,1.89,Current,0,17.8,Low,0
L101296,C1176,2025-10-17,2029-10-17,North America,Mexico,Technology,Mid-Market,Leasing,1618665.36,1572812.13,0.0407,48,742.0,72.13,2262141.48,0.695,1.48,Current,0,24.9,Low,0
L101297,C1360,2025-09-28,2030-09-28,North America,Mexico,Transportation,SME,Trade Finance,203749.13,197114.85,0.0923,60,595.0,16.34,,0.6,0.94,Late 30,36,78.9,High,0
L101298,C1010,2023-07-06,2026-07-06,Asia-Pacific,China,Technology,Mid-Market,Working Capital,192427.48,89206.43,0.0553,36,715.0,60.55,207256.05,0.43,1.2,Current,0,27.1,Low,0
L101299,C1143,2023-12-22,2027-12-22,Europe,Netherlands,Construction,Enterprise,Leasing,1521990.87,1058014.59,0.0626,48,672.0,635.37,2116810.18,0.5,1.29,Late 30,58,57.7,Elevated,0
L101300,C1023,2025-03-27,2028-03-27,North America,United States,Technology,Public Sector,Leasing,802360.91,688221.82,0.032,36,746.0,198.83,1010571.72,0.681,2.5,Current,0,22.0,Low,0
L101301,C1052,2024-12-16,2028-12-16,Europe,Netherlands,Construction,Mid-Market,Working Capital,493841.07,391969.13,0.0987,48,660.0,42.45,587959.85,0.667,1.52,Current,0,39.6,Moderate,0
L101302,C1349,2024-09-10,2027-09-10,Asia-Pacific,China,Retail,SME,Project Finance,681136.85,493275.66,0.1004,36,636.0,8.27,835814.72,0.59,1.16,Late 60,105,74.5,Elevated,0
L101303,C1038,2025-12-08,2028-12-08,North America,Canada,Healthcare,Mid-Market,Leasing,542893.96,531015.05,0.032,36,724.0,54.31,544735.65,0.975,1.76,Current,0,44.6,Moderate,0
L101304,C1363,2024-11-05,2029-11-05,Middle East & Africa,United Arab Emirates,Manufacturing,SME,Leasing,384262.51,324486.67,0.1033,60,680.0,7.06,630195.29,0.515,1.23,Grace Period,19,35.3,Moderate,0
L101305,C1297,2025-01-09,2029-01-09,Latin America,Colombia,Manufacturing,SME,Working Capital,187952.5,168845.68,0.11,48,664.0,7.53,229353.32,0.736,1.38,Current,0,43.6,Moderate,0
L101306,C1243,2024-07-21,2026-07-21,Europe,United Kingdom,Technology,SME,Working Capital,332495.12,137072.83,0.0518,24,695.0,6.82,377870.52,0.363,1.31,Current,0,27.8,Low,0
L101307,C1281,2024-07-15,2029-07-15,Asia-Pacific,Australia,Healthcare,Enterprise,Project Finance,5216300.87,4026773.64,0.032,60,714.0,678.35,6578097.39,0.612,1.89,Current,0,17.3,Low,0
L101308,C1070,2023-11-07,2029-11-07,North America,Canada,Retail,SME,Equipment Finance,1909525.08,1449723.06,0.07,72,686.0,3.24,2966584.22,0.489,1.49,Current,0,28.9,Low,0
L101309,C1044,2024-07-16,2030-07-16,Latin America,Brazil,Transportation,SME,Working Capital,129422.28,109212.83,0.1176,72,650.0,3.12,111397.09,0.98,0.82,Late 60,90,100.0,High,0
L101310,C1139,2025-10-23,2031-10-23,Europe,United Kingdom,Technology,SME,Leasing,144996.2,141430.33,0.0508,72,663.0,5.36,165960.48,0.852,2.05,Current,0,45.9,Moderate,0
L101311,C1290,2024-02-01,2031-02-01,Latin America,Brazil,Public Sector,Enterprise,Equipment Finance,1912710.05,1597162.78,0.032,84,724.0,474.51,2129849.53,0.75,1.73,Current,0,23.0,Low,0
L101312,C1116,2023-05-01,2028-05-01,Europe,United Kingdom,Energy,Enterprise,Working Capital,1688081.72,1037091.98,0.0609,60,719.0,347.22,1307451.07,0.793,1.32,Current,0,41.6,Moderate,0
L101313,C1066,2024-10-27,2031-10-27,North America,United States,Public Sector,SME,Working Capital,66231.29,58951.53,0.0398,84,761.0,6.39,60130.56,0.98,1.94,Current,0,41.4,Moderate,0
L101314,C1298,2025-05-21,2032-05-21,North America,United States,Manufacturing,SME,Leasing,290465.66,277355.14,0.0747,84,670.0,9.66,426089.9,0.651,1.49,Current,0,32.8,Low,0
L101315,C1240,2025-11-17,2029-11-17,Asia-Pacific,Singapore,Transportation,Mid-Market,Project Finance,593817.15,581940.81,0.0804,48,647.0,121.11,635670.25,0.915,1.54,Late 30,40,77.5,High,0
L101316,C1204,2024-08-26,2030-08-26,Europe,United Kingdom,Retail,SME,Equipment Finance,358557.89,320207.29,0.0778,72,695.0,13.2,589471.25,0.543,1.12,Grace Period,11,36.9,Moderate,0
L101317,C1156,2025-05-17,2031-05-17,North America,United States,Construction,Mid-Market,Equipment Finance,442630.78,417764.51,0.0852,72,664.0,25.67,751731.31,0.556,1.65,Current,0,34.4,Low,0
L101318,C1296,2023-10-15,2028-10-15,Asia-Pacific,India,Public Sector,Mid-Market,Leasing,582675.1,437296.64,0.032,60,733.0,28.2,598072.02,0.731,2.46,Current,0,21.5,Low,0
L101319,C1279,2024-04-06,2030-04-06,Middle East & Africa,South Africa,Healthcare,Public Sector,Leasing,2390275.71,1850102.97,0.032,72,736.0,192.19,3422033.52,0.541,1.66,Current,0,16.2,Low,0
L101320,C1136,2024-04-23,2028-04-23,Europe,Germany,Public Sector,SME,Working Capital,683226.11,533645.86,0.032,48,739.0,5.78,700463.42,0.762,1.84,Current,0,24.0,Low,0
L101321,C1049,2023-12-22,2027-12-22,Europe,Germany,Technology,Mid-Market,Project Finance,959495.21,692519.97,0.0432,48,691.0,50.03,1524849.81,0.454,1.57,Current,0,22.3,Low,0
L101322,C1330,2025-02-09,2030-02-09,North America,Mexico,Transportation,SME,Working Capital,164564.05,149670.11,0.1044,60,711.0,3.9,171691.8,0.872,2.0,Current,0,44.3,Moderate,0
L101323,C1051,2025-08-21,2030-08-21,Asia-Pacific,Singapore,Manufacturing,Public Sector,Equipment Finance,1475028.53,1397686.45,0.0389,60,708.0,190.44,1923666.44,0.727,2.27,Current,0,30.5,Low,0
L101324,C1163,2023-12-21,2029-12-21,Europe,Germany,Energy,Public Sector,Leasing,1016383.26,783752.75,0.032,72,729.0,310.36,1139288.23,0.688,2.04,Current,0,27.0,Low,0
L101325,C1340,2023-05-03,2029-05-03,Middle East & Africa,South Africa,Technology,Enterprise,Equipment Finance,2291234.83,1656314.76,0.04,72,798.0,210.49,3889866.21,0.426,1.32,Current,0,23.1,Low,0
L101326,C1158,2025-06-05,2030-06-05,Europe,France,Manufacturing,Mid-Market,Working Capital,859700.04,779483.46,0.0523,60,710.0,247.97,795073.13,0.98,1.32,Current,0,56.4,Elevated,0
L101327,C1315,2025-07-17,2032-07-17,Europe,United Kingdom,Construction,SME,Equipment Finance,245979.6,231606.33,0.0828,84,736.0,5.57,403599.91,0.574,1.51,Current,0,25.3,Low,0
L101328,C1185,2025-10-18,2028-10-18,North America,Canada,Public Sector,Enterprise,Leasing,9589749.08,8989026.17,0.032,36,744.0,920.86,,0.896,1.66,Current,0,34.7,Low,0
L101329,C1283,2023-10-19,2030-10-19,North America,Canada,Retail,Enterprise,Project Finance,8168040.5,6229875.51,0.0508,84,734.0,335.02,11292705.12,0.552,1.29,Current,0,28.0,Low,0
L101330,C1224,2025-02-11,2027-02-11,Asia-Pacific,China,Manufacturing,SME,Working Capital,99950.77,74583.42,0.092,24,744.0,7.85,101779.79,0.733,1.31,Current,0,35.1,Moderate,0
L101331,C1106,2025-02-24,2030-02-24,Europe,United Kingdom,Retail,Mid-Market,Equipment Finance,783501.5,691066.61,0.0614,60,634.0,61.71,860642.32,0.803,1.64,Current,0,51.4,Moderate,0
L101332,C1339,2025-05-13,2028-05-13,Europe,France,Manufacturing,Mid-Market,Equipment Finance,608739.69,534660.34,0.0451,36,642.0,98.66,678409.8,0.788,1.77,Late 30,39,65.3,Elevated,0
L101333,C1177,2025-06-06,2030-06-06,Latin America,Brazil,Technology,Enterprise,Working Capital,3034292.4,2776073.8,0.0582,60,715.0,424.38,2831595.28,0.98,1.41,Current,0,50.4,Moderate,0
L101334,C1173,2025-11-04,2029-11-04,Latin America,Colombia,Public Sector,Enterprise,Leasing,1005616.87,985504.53,0.032,48,785.0,1256.09,1483273.58,0.664,2.06,Current,0,16.1,Low,0
L101335,C1250,2024-06-25,2027-06-25,Middle East & Africa,South Africa,Manufacturing,Mid-Market,Equipment Finance,445283.07,329892.41,0.0751,36,,23.0,697627.21,0.473,1.22,Current,0,42.2,Moderate,0
L101336,C1353,2023-03-20,2028-03-20,North America,Canada,Manufacturing,Mid-Market,Project Finance,1272260.95,972165.31,0.0627,60,727.0,104.49,1340759.72,0.725,1.8,Current,0,28.2,Low,0
L101337,C1331,2023-07-13,2028-07-13,Europe,United Kingdom,Manufacturing,SME,Leasing,363852.32,244553.39,0.0765,60,692.0,5.92,457417.54,0.535,1.56,Current,0,24.8,Low,0
L101338,C1149,2025-08-06,2028-08-06,Middle East & Africa,Saudi Arabia,Technology,Mid-Market,Leasing,1486165.92,1343909.69,0.056,36,790.0,30.85,1445653.37,0.93,1.74,Current,0,41.9,Moderate,0
L101339,C1087,2025-07-03,2030-07-03,Europe,Netherlands,Public Sector,SME,Equipment Finance,727079.24,697893.4,0.032,60,730.0,18.45,1132033.09,0.616,2.14,Current,0,12.6,Low,0
L101340,C1123,2023-01-05,2026-01-05,North America,Mexico,Manufacturing,Enterprise,Leasing,3537351.35,1363542.75,0.032,36,750.0,1510.17,5288257.23,0.258,1.59,Current,0,19.8,Low,0
L101341,C1099,2024-02-03,2027-02-03,Asia-Pacific,Australia,Manufacturing,Mid-Market,Equipment Finance,923698.81,594230.63,0.0553,36,756.0,16.03,1561174.76,0.381,1.37,Current,0,24.5,Low,0
L101342,C1112,2023-09-15,2026-09-15,Europe,Germany,Transportation,Mid-Market,Equipment Finance,1536626.88,660817.94,0.053,36,710.0,64.72,2588155.21,0.255,1.09,Late 60,93,64.3,Elevated,0
L101343,C1163,2023-12-06,2028-12-06,Europe,Germany,Energy,SME,Leasing,126068.9,104199.41,0.0896,60,647.0,8.52,145410.29,0.717,0.88,Current,0,59.9,Elevated,0
L101344,C1008,2024-11-04,2029-11-04,Latin America,Chile,Construction,SME,Leasing,83993.36,75754.22,0.1216,60,607.0,7.23,91628.39,0.827,1.0,Grace Period,25,75.5,High,0
L101345,C1202,2024-07-08,2029-07-08,Europe,United Kingdom,Retail,Mid-Market,Project Finance,2309756.57,1852086.74,0.0645,60,670.0,148.42,3631958.31,0.51,1.57,Late 30,54,48.2,Moderate,0
L101346,C1322,2024-06-20,2030-06-20,Europe,Germany,Construction,SME,Trade Finance,118420.83,98155.61,0.0894,72,648.0,12.37,119546.45,0.821,1.01,Current,0,67.4,Elevated,0
L101347,C1163,2024-04-14,2029-04-14,Europe,Germany,Retail,SME,Equipment Finance,314329.91,231921.96,0.0755,60,667.0,6.48,334606.72,0.693,1.2,Current,0,45.7,Moderate,0
L101348,C1030,2024-12-05,2030-12-05,Europe,Germany,Technology,Enterprise,Equipment Finance,3717900.4,3282401.18,0.032,72,664.0,1969.61,4668501.48,0.703,2.28,Current,0,33.8,Low,0
L101349,C1148,2025-01-21,2032-01-21,North America,Canada,Public Sector,Mid-Market,Project Finance,2070523.95,1834266.59,0.032,84,714.0,103.68,,0.603,2.19,Current,0,13.7,Low,0
L101350,C1127,2023-02-14,2027-02-14,Asia-Pacific,Australia,Manufacturing,Mid-Market,Trade Finance,1085285.28,664252.15,0.057,48,705.0,46.65,1541810.36,0.431,1.21,Current,0,31.3,Low,0
L101351,C1225,2023-05-06,2026-05-06,Middle East & Africa,Saudi Arabia,Manufacturing,Mid-Market,Project Finance,2905181.75,1440642.21,0.0787,36,725.0,41.18,4765344.81,0.302,1.34,Current,0,25.3,Low,0
L101352,C1095,2024-01-20,2027-01-20,North America,Mexico,Transportation,Enterprise,Equipment Finance,3884038.53,1785043.62,0.045,36,784.0,1037.59,5009050.98,0.356,1.7,Current,0,22.5,Low,0
L101353,C1114,2024-04-28,2029-04-28,Europe,Germany,Manufacturing,SME,Equipment Finance,252636.61,213274.29,0.0677,60,679.0,3.36,309956.19,0.688,1.33,Late 30,57,56.3,Elevated,0
L101354,C1282,2025-12-16,2029-12-16,Middle East & Africa,United Arab Emirates,Retail,Enterprise,Equipment Finance,3692402.92,3618554.86,0.0751,48,689.0,372.32,4813622.14,0.752,1.25,Current,0,45.2,Moderate,0
L101355,C1066,2025-09-05,2028-09-05,North America,Mexico,Construction,Public Sector,Project Finance,2938328.72,2806150.01,0.0667,36,657.0,198.25,4368390.38,0.642,1.72,Current,0,37.4,Moderate,0
L101356,C1354,2024-12-09,2030-12-09,Europe,France,Retail,Mid-Market,Working Capital,475656.62,423754.8,0.0587,72,718.0,72.31,432229.9,0.98,1.81,Current,0,50.4,Moderate,0
L101357,C1113,2023-02-17,2030-02-17,Europe,Germany,Healthcare,Mid-Market,Leasing,3318673.71,2676470.27,0.032,84,682.0,51.44,5345756.08,0.501,2.14,Current,0,23.0,Low,0
L101358,C1310,2023-04-28,2026-04-28,Asia-Pacific,India,Technology,Enterprise,Leasing,2891465.26,1164600.02,0.0351,36,778.0,212.14,3713832.68,0.314,1.55,Current,0,17.1,Low,0
L101359,C1031,2024-05-27,2027-05-27,North America,Mexico,Construction,Mid-Market,Equipment Finance,1258409.74,744397.33,0.0624,36,735.0,119.22,2022715.9,0.368,1.56,Late 30,30,42.3,Moderate,0
L101360,C1121,2024-10-27,2027-10-27,Asia-Pacific,Singapore,Energy,Mid-Market,Working Capital,354052.85,292996.77,0.0812,36,637.0,45.14,460426.74,0.636,1.39,Current,0,42.0,Moderate,0
L101361,C1143,2024-12-24,2028-12-24,Europe,Netherlands,Technology,Mid-Market,Equipment Finance,1751284.09,1528936.72,0.032,48,734.0,202.92,2415215.74,0.633,1.51,Current,0,19.2,Low,0
L101362,C1173,2023-06-17,2029-06-17,Europe,France,Transportation,SME,Working Capital,279064.24,213713.65,0.0875,72,707.0,6.64,344931.36,0.62,1.22,Current,0,33.4,Low,0
L101363,C1034,2025-08-19,2030-08-19,North America,Mexico,Retail,SME,Working Capital,280212.57,268363.42,0.0793,60,699.0,12.07,273730.69,0.98,0.99,Current,0,68.4,Elevated,0
L101364,C1093,2024-06-21,2026-06-21,Europe,Netherlands,Construction,Mid-Market,Working Capital,603811.41,335666.44,0.0999,24,602.0,85.76,777827.45,0.432,1.7,Default,203,90.5,High,1
L101365,C1333,2024-10-21,2028-10-21,Europe,France,Manufacturing,SME,Equipment Finance,594756.01,446107.03,0.064,48,640.0,12.43,974167.08,0.458,1.92,Current,0,34.2,Low,0
L101366,C1351,2023-02-18,2026-02-18,North America,United States,Technology,Mid-Market,Project Finance,3748927.35,2136083.6,0.0427,36,664.0,82.6,4966032.98,0.43,1.64,Current,0,27.2,Low,0
L101367,C1167,2025-06-04,2029-06-04,North America,Mexico,Transportation,Mid-Market,Working Capital,628177.24,575247.43,0.0701,48,710.0,67.1,586752.38,0.98,1.26,Grace Period,25,60.6,Elevated,0
L101368,C1045,2024-08-25,2028-08-25,North America,Canada,Manufacturing,Public Sector,Equipment Finance,2100094.18,1659790.52,0.032,48,764.0,453.0,3670266.1,0.452,2.3,Current,0,19.8,Low,0
L101369,C1104,2023-09-01,2028-09-01,Europe,France,Technology,SME,Equipment Finance,548491.71,415968.59,0.0571,60,578.0,25.69,949019.5,0.438,1.95,Late 60,110,70.7,Elevated,0
L101370,C1361,2023-12-12,2027-12-12,North America,Mexico,Energy,Mid-Market,Working Capital,315523.23,230566.5,0.0758,48,685.0,49.07,361231.63,0.638,1.17,Current,0,39.2,Moderate,0
L101371,C1349,2024-01-13,2030-01-13,Latin America,Brazil,Manufacturing,Mid-Market,Equipment Finance,639089.83,489927.14,0.0728,72,734.0,94.94,1123462.88,0.436,1.37,Current,0,24.5,Low,0
L101372,C1309,2023-01-28,2025-01-28,Europe,Netherlands,Technology,SME,Equipment Finance,316526.45,25322.12,0.0562,24,687.0,5.48,442218.22,0.057,1.61,Current,0,23.0,Low,0
L101373,C1327,2025-10-03,2030-10-03,Asia-Pacific,India,Manufacturing,SME,Equipment Finance,118906.08,114498.29,0.0767,60,678.0,7.53,154769.73,0.74,1.18,Current,0,46.6,Moderate,0
L101374,C1270,2025-05-14,2027-05-14,Latin America,Brazil,Transportation,SME,Equipment Finance,527593.58,427327.8,0.1299,24,644.0,5.65,720364.28,0.593,1.23,Late 30,56,62.5,Elevated,0
L101375,C1236,2025-08-11,2029-08-11,North America,Canada,Manufacturing,SME,Leasing,140070.92,130516.64,0.064,48,632.0,1.44,133126.97,0.98,1.28,Current,0,71.5,Elevated,0
L101376,C1294,2024-01-03,2030-01-03,Asia-Pacific,China,Construction,SME,Working Capital,136594.84,101293.86,0.111,72,649.0,4.86,149139.9,0.679,0.97,Default,146,100.0,High,1
L101377,C1245,2024-09-07,2029-09-07,Middle East & Africa,United Arab Emirates,Manufacturing,Mid-Market,Equipment Finance,856419.07,683409.18,0.0797,60,706.0,107.79,1301478.08,0.525,1.43,Late 30,51,43.4,Moderate,0
L101378,C1128,2024-05-12,2027-05-12,Asia-Pacific,Australia,Retail,Mid-Market,Working Capital,545341.03,307084.62,0.0791,36,715.0,36.09,415626.2,0.739,1.01,Late 30,55,63.7,Elevated,0
L101379,C1243,2024-06-26,2028-06-26,Europe,United Kingdom,Manufacturing,SME,Equipment Finance,267468.58,213158.97,0.0662,48,698.0,9.74,324091.19,0.658,0.95,Current,0,42.4,Moderate,0
L101380,C1112,2024-10-11,2029-10-11,Europe,United Kingdom,Technology,SME,Equipment Finance,313953.78,250073.85,0.0533,60,684.0,6.16,490046.71,0.51,1.87,Current,0,23.6,Low,0
L101381,C1237,2024-05-25,2030-05-25,North America,Mexico,Healthcare,SME,Equipment Finance,315366.98,250288.92,0.0485,72,725.0,4.88,509378.42,0.491,1.43,Late 30,32,37.3,Moderate,0
L101382,C1144,2025-04-21,2030-04-21,Europe,United Kingdom,Energy,Mid-Market,Project Finance,1383497.05,1231211.53,0.0647,60,682.0,101.7,2268105.46,0.543,2.16,Current,0,28.4,Low,0
L101383,C1185,2023-03-23,2025-03-23,Latin America,Chile,Technology,SME,Trade Finance,135515.4,10841.23,0.0833,24,626.0,8.39,147700.64,0.073,1.9,Current,0,34.0,Low,0
L101384,C1069,2023-07-24,2027-07-24,Latin America,Chile,Public Sector,Mid-Market,Leasing,1361081.37,669505.25,0.0369,48,740.0,75.28,2083923.92,0.321,1.59,Grace Period,10,12.6,Low,0
L101385,C1363,2025-09-20,2028-09-20,North America,Mexico,,SME,Equipment Finance,96328.64,90062.39,0.0837,36,665.0,10.33,110689.05,0.814,2.04,Late 30,31,64.7,Elevated,0
L101386,C1283,2025-08-21,2027-08-21,Asia-Pacific,Australia,Healthcare,SME,Equipment Finance,289746.44,246800.8,0.0662,24,702.0,6.24,323982.53,0.762,1.81,Current,0,30.8,Low,0
L101387,C1040,2025-06-05,2030-06-05,Europe,Germany,Manufacturing,Public Sector,Equipment Finance,1710003.93,1571650.21,0.0345,60,700.0,82.96,2679409.75,0.587,1.87,Current,0,23.4,Low,0
L101388,C1180,2024-02-21,2029-02-21,Middle East & Africa,Saudi Arabia,Construction,SME,Project Finance,770011.69,561184.79,0.1219,60,718.0,4.35,950505.72,0.59,0.65,Current,0,48.1,Moderate,0
L101389,C1172,2024-05-02,2026-05-02,North America,United States,Transportation,SME,Equipment Finance,140447.14,56692.05,0.0772,24,685.0,1.8,,0.25,1.54,Current,0,29.1,Low,0
L101390,C1336,2023-01-21,2028-01-21,Latin America,Brazil,Energy,SME,Trade Finance,158802.7,113056.33,0.1217,60,653.0,8.27,176576.47,0.64,1.18,Grace Period,2,44.9,Moderate,0
L101391,C1286,2023-11-19,2028-11-19,Middle East & Africa,South Africa,Construction,Public Sector,Working Capital,1163289.44,887751.89,0.0819,60,690.0,400.9,977041.46,0.909,1.67,Current,0,52.8,Moderate,0
